date,price,moving_avg_30
2022-07-05,20001.37,22702.014333
2022-07-06,20186.57,22332.466000
2022-07-07,20813.60,22027.665333
2022-07-08,21751.21,21737.996667
2022-07-09,21615.40,21450.140000
2022-07-10,21135.12,21166.642667
2022-07-11,20465.28,20887.062333
2022-07-12,19749.48,20625.295000
2022-07-13,19638.40,20476.980000
2022-07-14,20190.99,20410.322333
2022-07-15,20782.38,20389.307667
2022-07-16,20876.07,20371.694667
2022-07-17,21203.86,20388.394000
2022-07-18,21872.60,20474.047333
2022-07-19,22539.94,20581.295000
2022-07-20,23570.99,20689.422667
2022-07-21,22929.51,20753.086000
2022-07-22,23134.07,20847.649667
2022-07-23,22510.13,20913.134667
2022-07-24,22635.53,20964.962667
2022-07-25,21942.38,20987.379000
2022-07-26,21039.05,20976.294667
2022-07-27,21680.68,20997.457333
2022-07-28,23346.42,21085.607667
2022-07-29,23888.49,21210.507000
2022-07-30,24034.84,21366.268333
2022-07-31,23720.68,21505.978333
2022-08-01,23228.51,21639.076667
2022-08-02,22964.95,21765.754000
2022-08-03,23174.94,21887.448000
2022-08-04,22849.70,21982.392333
2022-08-05,23080.75,22078.865000
2022-08-06,23188.75,22158.036667
2022-08-07,23081.04,22202.364333
2022-08-08,23813.68,22275.640333
2022-08-09,23431.09,22352.172667
2022-08-10,23432.08,22451.066000
2022-08-11,24372.06,22605.152000
2022-08-12,24003.77,22750.664333
2022-08-13,24526.99,22895.197667
2022-08-14,24507.78,23019.377667
2022-08-15,24272.14,23132.580000
2022-08-16,23968.21,23224.725000
2022-08-17,23692.72,23285.395667
2022-08-18,23421.41,23314.778000
2022-08-19,21808.07,23256.014000
2022-08-20,21182.74,23197.788333
2022-08-21,21387.93,23139.583667
2022-08-22,21278.38,23098.525333
2022-08-23,21395.88,23057.203667
2022-08-24,21476.78,23041.683667
2022-08-25,21605.31,23060.559000
2022-08-26,21184.02,23044.003667
2022-08-27,20138.43,22937.070667
2022-08-28,20022.24,22808.195667
2022-08-29,19985.80,22673.227667
2022-08-30,20157.07,22554.440667
2022-08-31,20213.97,22453.956000
2022-09-01,19978.37,22354.403333
2022-09-02,20099.34,22251.883333
2022-09-03,19846.89,22151.789667
2022-09-04,19805.23,22042.605667
2022-09-05,19797.69,21929.570333
2022-09-06,19599.59,21813.522000
2022-09-07,18910.92,21650.096667
2022-09-08,19262.28,21511.136333
2022-09-09,20715.33,21420.578000
2022-09-10,21388.72,21321.133333
2022-09-11,21624.17,21241.813333
2022-09-12,22115.09,21161.416667
2022-09-13,21566.82,21063.384667
2022-09-14,20238.28,20928.922667
2022-09-15,19986.90,20796.212333
2022-09-16,19717.11,20663.692000
2022-09-17,19950.10,20547.981667
2022-09-18,19878.72,20483.670000
2022-09-19,19004.89,20411.075000
2022-09-20,19203.71,20338.267667
2022-09-21,19008.69,20262.611333
2022-09-22,18974.48,20181.898000
2022-09-23,19071.35,20101.717000
2022-09-24,19082.86,20017.635333
2022-09-25,18993.20,19944.608000
2022-09-26,19011.79,19907.053333
2022-09-27,19738.24,19897.586667
2022-09-28,19116.92,19868.624000
2022-09-29,19392.24,19843.129667
2022-09-30,19526.56,19820.216000
2022-10-01,19330.12,19798.607667
2022-10-02,19232.91,19769.726667
2022-10-03,19312.74,19751.921667
2022-10-04,19941.27,19756.456333
2022-10-05,20136.41,19767.747000
2022-10-06,20144.73,19785.918333
2022-10-07,19782.68,19814.977000
2022-10-08,19496.09,19822.770667
2022-10-09,19447.40,19780.506333
2022-10-10,19332.55,19711.967333
2022-10-11,19075.50,19627.011667
2022-10-12,19123.93,19527.306333
2022-10-13,19043.38,19443.191667
2022-10-14,19518.49,19419.198667
2022-10-15,19140.79,19390.995000
2022-10-16,19162.86,19372.520000
2022-10-17,19398.73,19354.141000
2022-10-18,19472.14,19340.588333
2022-10-19,19216.77,19347.651000
2022-10-20,19131.88,19345.256667
2022-10-21,19063.94,19347.098333
2022-10-22,19178.64,19353.903667
2022-10-23,19267.61,19360.445667
2022-10-24,19342.75,19369.108667
2022-10-25,19598.13,19389.273000
2022-10-26,20530.03,19439.881000
2022-10-27,20625.20,19469.446333
2022-10-28,20381.13,19511.586667
2022-10-29,20777.87,19557.774333
2022-10-30,20719.67,19597.544667
2022-10-31,20510.49,19636.890333
2022-11-01,20509.06,19679.428667
2022-11-02,20428.77,19716.629667
2022-11-03,20258.77,19727.213000
2022-11-04,20693.09,19745.769000
2022-11-05,21341.92,19785.675333
2022-11-06,21215.41,19833.433000
2022-11-07,20781.80,19876.290000
2022-11-08,19573.45,19880.491667
2022-11-09,17550.02,19821.074000
2022-11-10,16962.44,19750.638667
2022-11-11,17113.92,19683.638333
2022-11-12,16838.77,19610.151333
2022-11-13,16646.12,19514.405667
2022-11-14,16464.94,19425.210667
2022-11-15,16841.19,19347.821667
2022-11-16,16714.32,19258.341333
2022-11-17,16617.53,19163.187667
2022-11-18,16744.40,19080.775333
2022-11-19,16655.31,18998.223000
2022-11-20,16608.20,18916.365000
2022-11-21,16075.45,18812.925333
2022-11-22,15970.33,18703.016000
2022-11-23,16479.62,18607.578333
2022-11-24,16609.12,18507.944667
2022-11-25,16505.71,18373.800667
2022-11-26,16562.38,18238.373333
2022-11-27,16547.26,18110.577667
2022-11-28,16214.90,17958.478667
2022-11-29,16414.56,17814.975000
2022-11-30,16931.08,17695.661333
2022-12-01,17086.01,17581.559667
2022-12-02,16993.65,17467.055667
2022-12-03,16996.99,17358.329667
2022-12-04,17032.92,17236.324000
2022-12-05,17174.65,17097.415000
2022-12-06,17004.77,16957.060333
2022-12-07,16889.09,16827.303333
2022-12-08,16934.39,16739.334667
2022-12-09,17194.85,16727.495667
2022-12-10,17167.92,16734.345000
2022-12-11,17157.96,16735.813000
2022-12-12,17006.60,16741.407333
2022-12-13,17464.48,16768.686000
2022-12-14,17882.34,16815.932667
2022-12-15,17582.74,16840.651000
2022-12-16,17106.47,16853.722667
2022-12-17,16702.48,16856.554333
2022-12-18,16743.79,16856.534000
2022-12-19,16691.25,16857.732000
2022-12-20,16789.59,16863.778333
2022-12-21,16836.35,16889.141667
2022-12-22,16787.48,16916.380000
2022-12-23,16833.83,16928.187000
2022-12-24,16838.68,16935.839000
2022-12-25,16823.61,16946.435667
2022-12-26,16854.51,16956.173333
2022-12-27,16809.02,16964.898667
2022-12-28,16638.27,16979.011000
2022-12-29,16595.28,16985.035000
2022-12-30,16550.98,16972.365000
2022-12-31,16570.76,16955.190000
2023-01-01,16560.69,16940.758000
2023-01-02,16691.73,16930.582667
2023-01-03,16687.90,16919.082000
2023-01-04,16828.56,16907.545667
2023-01-05,16831.48,16901.769333
2023-01-06,16831.96,16899.865000
2023-01-07,16942.43,16900.133000
2023-01-08,16954.77,16892.130333
2023-01-09,17245.82,16894.727000
2023-01-10,17296.20,16899.335000
2023-01-11,17455.06,16914.283667
2023-01-12,18342.29,16943.544000
2023-01-13,19081.19,16983.505667
2023-01-14,20809.53,17091.065333
2023-01-15,20779.40,17213.496333
2023-01-16,21032.61,17357.834000
2023-01-17,21201.99,17506.440667
2023-01-18,21129.35,17654.377333
2023-01-19,20861.22,17790.098333
2023-01-20,21313.09,17939.323000
2023-01-21,22893.25,18142.848667
2023-01-22,22807.04,18341.955667
2023-01-23,22843.13,18542.104000
2023-01-24,22972.94,18747.081667
2023-01-25,22709.95,18942.263000
2023-01-26,23083.33,19151.406667
2023-01-27,23005.66,19363.653000
2023-01-28,23027.63,19578.064667
2023-01-29,23446.51,19807.915667
2023-01-30,23300.81,20032.250667
2023-01-31,22973.06,20245.996333
2023-02-01,23186.78,20462.498000
2023-02-02,23806.63,20699.789000
2023-02-03,23488.79,20921.796667
2023-02-04,23398.80,21140.707333
2023-02-05,23203.17,21353.081000
2023-02-06,22915.72,21552.190667
2023-02-07,22994.03,21753.499333
2023-02-08,23092.65,21948.393667
2023-02-09,22563.15,22123.958667
2023-02-10,21785.18,22268.296000
2023-02-11,21713.27,22380.662000
2023-02-12,21879.95,22473.954000
2023-02-13,21692.55,22503.388000
2023-02-14,21926.78,22541.634000
2023-02-15,22687.20,22596.787000
2023-02-16,24608.74,22710.345333
2023-02-17,24024.00,22806.833667
2023-02-18,24607.24,22931.701000
2023-02-19,24647.40,23042.844667
2023-02-20,24645.03,23101.237333
2023-02-21,24675.81,23163.529667
2023-02-22,24027.82,23203.019333
2023-02-23,24147.72,23242.178667
2023-02-24,23635.39,23273.026667
2023-02-25,23063.88,23272.378333
2023-02-26,23266.47,23281.072000
2023-02-27,23452.58,23295.237000
2023-02-28,23399.34,23293.664667
2023-03-01,23589.34,23303.282333
2023-03-02,23424.42,23318.327667
2023-03-03,22457.43,23294.016000
2023-03-04,22350.59,23245.481333
2023-03-05,22455.78,23211.047667
2023-03-06,22431.62,23178.808333
2023-03-07,22345.72,23150.226667
2023-03-08,22066.94,23121.934000
2023-03-09,21442.24,23070.207667
2023-03-10,19985.51,22966.636333
2023-03-11,20259.05,22889.833000
2023-03-12,20680.89,22853.023333
2023-03-13,23080.88,22898.610333
2023-03-14,24857.58,22997.864667
2023-03-15,24680.15,23097.451333
2023-03-16,24796.57,23193.111000
2023-03-17,26425.00,23317.704333
2023-03-18,27492.46,23413.828333
2023-03-19,27594.88,23532.857667
2023-03-20,28042.46,23647.365000
2023-03-21,28129.64,23763.439667
2023-03-22,28213.27,23882.381000
2023-03-23,27940.19,23991.193667
2023-03-24,28112.11,24127.336667
2023-03-25,27651.93,24244.143667
2023-03-26,27844.69,24384.453667
2023-03-27,27601.10,24535.694333
2023-03-28,27062.36,24662.224000
2023-03-29,28116.38,24817.684000
2023-03-30,28397.41,24984.286333
2023-03-31,28218.30,25138.585000
2023-04-01,28487.08,25307.340333
2023-04-02,28326.01,25502.959667
2023-04-03,28029.19,25692.246333
2023-04-04,28099.65,25880.375333
2023-04-05,28360.88,26078.017333
2023-04-06,28022.70,26267.250000
2023-04-07,27957.72,26463.609333
2023-04-08,28020.87,26682.897000
2023-04-09,28038.89,26951.343000
2023-04-10,28607.77,27229.633667
2023-04-11,30130.59,27544.623667
2023-04-12,30031.13,27776.298667
2023-04-13,30235.73,27955.570333
2023-04-14,30609.54,28153.216667
2023-04-15,30408.46,28340.279667
2023-04-16,30333.84,28470.574333
2023-04-17,29722.67,28544.914667
2023-04-18,29945.92,28623.282667
2023-04-19,29574.03,28674.335000
2023-04-20,28693.33,28693.124667
2023-04-21,27977.03,28685.250000
2023-04-22,27438.30,28668.520333
2023-04-23,27594.20,28651.256667
2023-04-24,27497.35,28646.104000
2023-04-25,27536.72,28635.838333
2023-04-26,28872.69,28678.224667
2023-04-27,29163.58,28748.265333
2023-04-28,29349.97,28789.385000
2023-04-29,29321.83,28820.199000
2023-04-30,29363.51,28858.372667
2023-05-01,28455.45,28857.318333
2023-05-02,28270.81,28855.478333
2023-05-03,28558.47,28873.121000
2023-05-04,29005.60,28903.319333
2023-05-05,29266.49,28933.506333
2023-05-06,29135.61,28970.603333
2023-05-07,28914.01,29002.479667
2023-05-08,27944.38,28999.930000
2023-05-09,27605.99,28985.500000
2023-05-10,27725.45,28956.089333
2023-05-11,27301.61,28861.790000
2023-05-12,26521.67,28744.808000
2023-05-13,26834.58,28631.436333
2023-05-14,26876.96,28507.017000
2023-05-15,27327.83,28404.329333
2023-05-16,27075.83,28295.729000
2023-05-17,27009.38,28205.286000
2023-05-18,27151.22,28112.129333
2023-05-19,26883.21,28022.435333
2023-05-20,26932.58,27963.743667
2023-05-21,26986.33,27930.720333
2023-05-22,26812.42,27909.857667
2023-05-23,27231.87,27897.780000
2023-05-24,26626.33,27868.746000
2023-05-25,26315.21,27828.029000
2023-05-26,26573.88,27751.402000
2023-05-27,26723.67,27670.071667
2023-05-28,27314.50,27602.222667
2023-05-29,27879.71,27554.152000
2023-05-30,27786.79,27501.594667
2023-05-31,27205.58,27459.932333
2023-06-01,26924.58,27415.058000
2023-06-02,27066.46,27365.324333
2023-06-03,27159.42,27303.785000
2023-06-04,27175.79,27234.095000
2023-06-05,26445.67,27144.430333
2023-06-06,26101.67,27050.685667
2023-06-07,26686.29,27008.749333
2023-06-08,26468.92,26970.847000
2023-06-09,26530.67,26931.021000
2023-06-10,25843.33,26882.411667
2023-06-11,25839.33,26859.667000
2023-06-12,25876.04,26827.715667
2023-06-13,25992.21,26798.224000
2023-06-14,25827.54,26748.214333
2023-06-15,25101.17,26682.392333
2023-06-16,25765.79,26640.939333
2023-06-17,26473.92,26618.362667
2023-06-18,26511.54,26605.973667
2023-06-19,26501.39,26591.600667
2023-06-20,27193.50,26598.506333
2023-06-21,29301.96,26681.491000
2023-06-22,30101.58,26777.148000
2023-06-23,30348.29,26901.213333
2023-06-24,30641.38,27045.419000
2023-06-25,30634.21,27180.763333
2023-06-26,30272.33,27299.052000
2023-06-27,30530.29,27406.245000
2023-06-28,30320.13,27487.592333
2023-06-29,30419.25,27575.341000
2023-06-30,30577.13,27687.726000
2023-07-01,30508.79,27807.199667
2023-07-02,30540.17,27922.990000
2023-07-03,30817.63,28044.930333
2023-07-04,31002.91,28172.501000
2023-07-05,30604.46,28311.127333
2023-07-07,30190.46,28447.420333
2023-07-08,30233.92,28565.674667
2023-07-09,30274.33,28692.521667
2023-07-10,30257.38,28816.745333
2023-07-11,30504.96,28972.133000
2023-07-12,30584.83,29130.316333
2023-07-13,30707.50,29291.365000
2023-07-14,31080.91,29460.988333
2023-07-15,30319.08,29610.706333
2023-07-16,30303.88,29784.130000
2023-07-17,30191.42,29931.651000
2023-07-18,29959.88,30047.849667
2023-07-19,29984.21,30163.605333
2023-07-20,29993.29,30280.002000
2023-07-21,29859.25,30368.860333
2023-07-22,29881.79,30388.188000
2023-07-23,29946.63,30383.023000
2023-07-24,29431.18,30352.452667
2023-07-25,29174.75,30303.565000
2023-07-26,29277.71,30258.348333
2023-07-28,29261.50,30224.654000
2023-07-29,29330.29,30184.654000
2023-07-30,29306.50,30150.866333
2023-07-31,29326.79,30114.451000
2023-08-01,29006.88,30062.109333
2023-08-02,29429.96,30026.148333
2023-08-03,29161.38,29980.188667
2023-08-05,29031.75,29920.659333
2023-08-06,29038.58,29855.181667
2023-08-07,29050.08,29803.369000
2023-08-08,29436.58,29778.239667
2023-08-09,29701.67,29760.498000
2023-08-10,29488.67,29734.309333
2023-08-11,29388.75,29705.355000
2023-08-13,29377.71,29667.780000
2023-08-14,29373.33,29627.396667
2023-08-15,29316.46,29581.028667
2023-08-16,29102.42,29515.079000
2023-08-17,28196.50,29444.326333
2023-08-18,26295.96,29310.729000
2023-08-19,25995.58,29170.867667
2023-08-20,26121.96,29042.937000
2023-08-21,26064.67,28912.285667
2023-08-22,25980.33,28778.520333
2023-08-23,26169.17,28655.517667
2023-08-24,26287.58,28535.710667
2023-08-25,26048.88,28405.785667
2023-08-26,26031.96,28292.478333
2023-08-27,26059.83,28188.647667
2023-08-28,26025.38,28080.236667
2023-08-29,26682.83,27994.281000
2023-08-30,27356.29,27928.481000
2023-08-31,26885.63,27847.785333
2023-09-01,25898.67,27733.514667
2023-09-02,25822.04,27627.353333
2023-09-03,25912.67,27510.110333
2023-09-04,25891.42,27401.111667
2023-09-05,25732.29,27291.129667
2023-09-07,25824.25,27183.985333
2023-09-08,26014.88,27082.812000
2023-09-09,25866.54,26963.810667
2023-09-10,25820.42,26834.435667
2023-09-11,25497.04,26701.381333
2023-09-12,25868.58,26584.042333
2023-09-13,26083.88,26474.248000
2023-09-14,26435.38,26376.316333
2023-09-15,26502.17,26282.506667
2023-09-16,26556.79,26197.652333
2023-09-17,26529.83,26142.096667
2023-09-18,26853.46,26160.680000
2023-09-19,27044.17,26195.633000
2023-09-20,27131.33,26229.278667
2023-09-21,26778.04,26253.057667
2023-09-22,26610.26,26274.055333
2023-09-23,26574.17,26287.555333
2023-09-24,26552.50,26296.386000
2023-09-25,26195.54,26301.274667
2023-09-26,26236.04,26308.077333
2023-09-27,26311.33,26316.460667
2023-09-28,26662.25,26337.689667
2023-09-29,26952.29,26346.671667
2023-09-30,26969.33,26333.773000
2023-10-01,27177.75,26343.510333
2023-10-02,28060.33,26415.565667
2023-10-03,27487.46,26471.079667
2023-10-04,27517.08,26524.560000
2023-10-05,27632.67,26582.601667
2023-10-06,27703.33,26648.303000
2023-10-07,27942.88,26718.924000
2023-10-08,27932.58,26782.847333
2023-10-09,27687.67,26843.551667
2023-10-10,27526.21,26900.411333
2023-10-11,27023.54,26951.294667
2023-10-12,26754.21,26980.815667
2023-10-13,26815.71,27005.210000
2023-10-14,26878.67,27019.986333
2023-10-15,26935.67,27034.436333
2023-10-16,27903.96,27079.342000
2023-10-17,28410.67,27142.036667
2023-10-18,28419.21,27194.228333
2023-10-19,28494.21,27242.563000
2023-10-20,29429.29,27319.161667
2023-10-21,29794.75,27419.718667
2023-10-22,29927.71,27530.300333
2023-10-23,30879.04,27673.796000
2023-10-24,34107.42,27925.626667
2023-10-25,34335.92,28196.972667
2023-10-26,34344.75,28467.263000
2023-10-27,33962.13,28722.289667
2023-10-28,34098.54,28970.166000
2023-10-29,34302.67,29215.178667
2023-10-30,34446.33,29464.412000
2023-10-31,34401.75,29705.212000
2023-11-01,34618.04,29923.802333
2023-11-02,35160.79,30179.580000
2023-11-03,34534.33,30413.488333
2023-11-04,34774.96,30651.564667
2023-11-05,35068.17,30897.059333
2023-11-06,34997.92,31132.227333
2023-11-07,34967.46,31366.723333
2023-11-08,35397.96,31623.733000
2023-11-09,36578.50,31925.476000
2023-11-10,36937.17,32255.930333
2023-11-11,37081.83,32600.184333
2023-11-12,37083.42,32942.441333
2023-11-13,36874.75,33275.644000
2023-11-14,36233.52,33585.572333
2023-11-15,36271.83,33864.501333
2023-11-16,36934.29,34148.622000
2023-11-17,36360.79,34413.341333
2023-11-18,36504.04,34680.335667
2023-11-19,36654.83,34921.187000
2023-11-20,37296.13,35171.233000
2023-11-21,37172.42,35412.723333
2023-11-23,37324.83,35627.583000
2023-11-24,37652.71,35745.759333
2023-11-25,37766.50,35860.112000
2023-11-26,37609.83,35968.948000
2023-11-27,37179.29,36076.186667
2023-11-28,37435.79,36187.428333
2023-11-29,37950.13,36309.010333
2023-11-30,37782.29,36420.209000
2023-12-01,38413.83,36553.945000
2023-12-02,38909.79,36697.003333
2023-12-03,39557.67,36843.566000
2023-12-04,41442.04,37073.823000
2023-12-05,42384.38,37327.470333
2023-12-06,43876.25,37621.073000
2023-12-07,43569.48,37906.791667
2023-12-08,43681.21,38197.250000
2023-12-09,44046.33,38485.529000
2023-12-10,43826.96,38727.144333
2023-12-11,41913.25,38893.013667
2023-12-12,41541.67,39041.675000
2023-12-13,41608.17,39192.500000
2023-12-14,42855.79,39391.868000
2023-12-15,42486.50,39600.300667
2023-12-16,42263.75,39800.031333
2023-12-17,41927.54,39966.473000
2023-12-18,41385.54,40133.964667
2023-12-19,42695.88,40340.359333
2023-12-20,43179.46,40557.847000
2023-12-21,43733.54,40772.427333
2023-12-22,43814.52,40993.830667
2023-12-23,43698.34,41206.281000
2023-12-24,43633.36,41405.636000
2023-12-25,43354.95,41591.917667
2023-12-26,42685.80,41761.116667
2023-12-27,42827.38,41949.386333
2023-12-28,42949.33,42133.171000
2023-12-29,42416.63,42282.054333
2023-12-30,42125.17,42426.817000
2023-12-31,42440.50,42561.039333
2024-01-01,42787.21,42690.286667
2024-01-02,45265.29,42880.540667
2024-01-03,43955.83,42964.333667
2024-01-04,43508.46,43001.803000
2024-01-06,43841.54,43000.646000
2024-01-07,44101.26,43018.372000
2024-01-08,44866.04,43057.866333
2024-01-09,46673.67,43145.444333
2024-01-10,45782.95,43210.644000
2024-01-11,46563.88,43365.665000
2024-01-12,45067.46,43483.191333
2024-01-13,42864.38,43525.065000
2024-01-14,42742.88,43521.301333
2024-01-15,42618.63,43525.705667
2024-01-16,42925.13,43547.751667
2024-01-17,42708.14,43573.771667
2024-01-18,42231.96,43601.985667
2024-01-19,41255.58,43553.975667
2024-01-20,41596.92,43501.224333
2024-01-21,41672.75,43432.531333
2024-01-22,40699.92,43328.711333
2024-01-23,39415.29,43185.943000
2024-01-24,39896.71,43061.388000
2024-01-25,39953.38,42948.002333
2024-01-26,40913.13,42888.913333
2024-01-27,41819.08,42855.303333
2024-01-28,42238.17,42831.598000
2024-01-29,42494.96,42834.209000
2024-01-30,43430.29,42877.713000
2024-01-31,42901.96,42893.095000
2024-02-02,43049.79,42901.847667
2024-02-03,43088.79,42829.297667
2024-02-04,42868.42,42793.050667
2024-02-05,42738.54,42767.386667
2024-02-06,42935.38,42737.181333
2024-02-07,43253.54,42708.924000
2024-02-08,44889.50,42709.706000
2024-02-09,46737.42,42711.831000
2024-02-10,47362.92,42764.496667
2024-02-11,48145.75,42817.225667
2024-02-12,48760.67,42940.332667
2024-02-13,49605.42,43165.034000
2024-02-14,50838.04,43434.872667
2024-02-15,52098.63,43750.872667
2024-02-16,52049.46,44055.017000
2024-02-17,51637.21,44352.652667
2024-02-18,51761.58,44670.306667
2024-02-19,52140.33,45033.131667
2024-02-20,51835.92,45374.431667
2024-02-21,51472.13,45701.077667
2024-02-22,51555.63,46062.934667
2024-02-23,51082.13,46451.829333
