date,cumulative_volume
2023-08-14,2970936.931142759
2023-08-14,2970936.931142759
2023-08-14,2970936.931142759
2023-08-14,2970936.931142759
2023-08-14,2970936.931142759
2023-08-14,2970936.931142759
2023-08-14,2970936.931142759
2023-08-15,2975936.931142759
2023-08-16,3017019.763392909
2023-08-16,3017019.763392909
2023-08-16,3017019.763392909
2023-08-16,3017019.763392909
2023-08-16,3017019.763392909
2023-08-16,3017019.763392909
2023-08-16,3017019.763392909
2023-08-16,3017019.763392909
2023-08-17,3034352.622532409
2023-08-17,3034352.622532409
2023-08-17,3034352.622532409
2023-08-18,3108785.99233026
2023-08-18,3108785.99233026
2023-08-18,3108785.99233026
2023-08-18,3108785.99233026
2023-08-18,3108785.99233026
2023-08-18,3108785.99233026
2023-08-18,3108785.99233026
2023-08-21,3120913.04424938
2023-08-21,3120913.04424938
2023-08-22,3161647.6491630203
2023-08-22,3161647.6491630203
2023-08-22,3161647.6491630203
2023-08-22,3161647.6491630203
2023-08-22,3161647.6491630203
2023-08-22,3161647.6491630203
2023-08-22,3161647.6491630203
2023-08-23,3225128.5222007106
2023-08-23,3225128.5222007106
2023-08-23,3225128.5222007106
2023-08-23,3225128.5222007106
2023-08-23,3225128.5222007106
2023-08-23,3225128.5222007106
2023-08-24,3254632.2246200107
2023-08-24,3254632.2246200107
2023-08-24,3254632.2246200107
2023-08-24,3254632.2246200107
2023-08-24,3254632.2246200107
2023-08-24,3254632.2246200107
2023-08-25,3273514.0045727505
2023-08-25,3273514.0045727505
2023-08-25,3273514.0045727505
2023-08-25,3273514.0045727505
2023-08-28,3295281.1645420305
2023-08-28,3295281.1645420305
2023-08-28,3295281.1645420305
2023-08-28,3295281.1645420305
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-29,3344179.6338838306
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-30,3438510.7818848407
2023-08-31,3450396.7808432407
2023-08-31,3450396.7808432407
2023-09-01,3482735.7965646707
2023-09-01,3482735.7965646707
2023-09-01,3482735.7965646707
2023-09-01,3482735.7965646707
2023-09-01,3482735.7965646707
2023-09-01,3482735.7965646707
2023-09-01,3482735.7965646707
2023-09-05,3505607.960236781
2023-09-05,3505607.960236781
2023-09-05,3505607.960236781
2023-09-05,3505607.960236781
2023-09-06,3563002.4845432206
2023-09-06,3563002.4845432206
2023-09-06,3563002.4845432206
2023-09-06,3563002.4845432206
2023-09-06,3563002.4845432206
2023-09-07,3587322.1237433604
2023-09-07,3587322.1237433604
2023-09-07,3587322.1237433604
2023-09-07,3587322.1237433604
2023-09-09,3599297.1225301605
2023-09-09,3599297.1225301605
2023-09-12,3611619.4099209807
2023-09-12,3611619.4099209807
2023-09-14,3633879.001047031
2023-09-14,3633879.001047031
2023-09-14,3633879.001047031
2023-09-14,3633879.001047031
2023-09-15,3687568.9483401915
2023-09-15,3687568.9483401915
2023-09-15,3687568.9483401915
2023-09-15,3687568.9483401915
2023-09-15,3687568.9483401915
2023-09-15,3687568.9483401915
2023-09-15,3687568.9483401915
2023-09-16,3698290.4375503417
2023-09-16,3698290.4375503417
2023-09-18,3710100.4363635415
2023-09-18,3710100.4363635415
2023-09-19,3718100.4321010415
2023-09-19,3718100.4321010415
2023-09-20,3737861.112323242
2023-09-20,3737861.112323242
2023-09-20,3737861.112323242
2023-09-20,3737861.112323242
2023-09-21,3767759.486642462
2023-09-21,3767759.486642462
2023-09-21,3767759.486642462
2023-09-21,3767759.486642462
2023-09-21,3767759.486642462
2023-09-21,3767759.486642462
2023-09-22,3775614.7204954824
2023-09-22,3775614.7204954824
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-23,3835622.5389360315
2023-09-24,3847297.5376172317
2023-09-24,3847297.5376172317
2023-09-25,3859610.7593804915
2023-09-25,3859610.7593804915
2023-09-26,3871857.5311097116
2023-09-26,3871857.5311097116
2023-09-27,3883537.5298345317
2023-09-27,3883537.5298345317
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-28,3954137.241263812
2023-09-29,3983133.2282583117
2023-09-29,3983133.2282583117
2023-09-29,3983133.2282583117
2023-09-29,3983133.2282583117
2023-09-30,4020675.673087312
2023-09-30,4020675.673087312
2023-09-30,4020675.673087312
2023-09-30,4020675.673087312
2023-09-30,4020675.673087312
2023-10-02,4064453.6062566917
2023-10-02,4064453.6062566917
2023-10-02,4064453.6062566917
2023-10-02,4064453.6062566917
2023-10-02,4064453.6062566917
2023-10-02,4064453.6062566917
2023-10-02,4064453.6062566917
2023-10-03,4076013.605122692
2023-10-03,4076013.605122692
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-04,4141895.5001575314
2023-10-05,4165108.7920119213
2023-10-05,4165108.7920119213
2023-10-05,4165108.7920119213
2023-10-05,4165108.7920119213
2023-10-06,4178511.012444051
2023-10-06,4178511.012444051
2023-10-07,4193510.698543711
2023-10-08,4205040.697343051
2023-10-08,4205040.697343051
2023-10-09,4210640.697343051
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-10,4269946.864873421
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-11,4342132.890213591
2023-10-12,4361452.803831472
2023-10-12,4361452.803831472
2023-10-12,4361452.803831472
2023-10-12,4361452.803831472
2023-10-13,4378793.333668321
2023-10-13,4378793.333668321
2023-10-13,4378793.333668321
2023-10-16,4403287.1359750405
2023-10-16,4403287.1359750405
2023-10-16,4403287.1359750405
2023-10-16,4403287.1359750405
2023-10-17,4440717.60726921
2023-10-17,4440717.60726921
2023-10-17,4440717.60726921
2023-10-17,4440717.60726921
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-18,4587688.85843861
2023-10-19,4610658.856368609
2023-10-19,4610658.856368609
2023-10-19,4610658.856368609
2023-10-19,4610658.856368609
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-20,4689686.405112136
2023-10-22,4700796.404149735
2023-10-22,4700796.404149735
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-23,4783353.305276635
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-24,4908978.183905955
2023-10-25,4945730.172370975
2023-10-25,4945730.172370975
2023-10-25,4945730.172370975
2023-10-25,4945730.172370975
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-26,5056963.554083433
2023-10-27,5109782.417998453
2023-10-27,5109782.417998453
2023-10-27,5109782.417998453
2023-10-27,5109782.417998453
2023-10-27,5109782.417998453
2023-10-27,5109782.417998453
2023-10-27,5109782.417998453
2023-10-28,5152709.817206493
2023-10-28,5152709.817206493
2023-10-28,5152709.817206493
2023-10-28,5152709.817206493
2023-10-28,5152709.817206493
2023-10-29,5157709.8169210125
2023-10-30,5186008.207552043
2023-10-30,5186008.207552043
2023-10-30,5186008.207552043
2023-10-30,5186008.207552043
2023-10-31,5196258.334104182
2023-10-31,5196258.334104182
2023-11-01,5227115.971649202
2023-11-01,5227115.971649202
2023-11-01,5227115.971649202
2023-11-01,5227115.971649202
2023-11-01,5227115.971649202
2023-11-02,5250285.149030422
2023-11-02,5250285.149030422
2023-11-02,5250285.149030422
2023-11-02,5250285.149030422
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-03,5354203.053970053
2023-11-06,5375758.546087192
2023-11-06,5375758.546087192
2023-11-06,5375758.546087192
2023-11-06,5375758.546087192
2023-11-07,5387780.429222472
2023-11-07,5387780.429222472
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-08,5480448.067045361
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-09,5639048.86547146
2023-11-10,5669513.85082178
2023-11-10,5669513.85082178
2023-11-10,5669513.85082178
2023-11-10,5669513.85082178
2023-11-10,5669513.85082178
2023-11-10,5669513.85082178
2023-11-11,5708340.18189832
2023-11-11,5708340.18189832
2023-11-11,5708340.18189832
2023-11-11,5708340.18189832
2023-11-11,5708340.18189832
2023-11-13,5764941.20919608
2023-11-13,5764941.20919608
2023-11-13,5764941.20919608
2023-11-13,5764941.20919608
2023-11-13,5764941.20919608
2023-11-13,5764941.20919608
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-14,5894677.1731841
2023-11-15,5931275.22528178
2023-11-15,5931275.22528178
2023-11-15,5931275.22528178
2023-11-15,5931275.22528178
2023-11-15,5931275.22528178
2023-11-15,5931275.22528178
2023-11-16,5992220.481838519
2023-11-16,5992220.481838519
2023-11-16,5992220.481838519
2023-11-16,5992220.481838519
2023-11-16,5992220.481838519
2023-11-16,5992220.481838519
2023-11-16,5992220.481838519
2023-11-16,5992220.481838519
2023-11-17,6011393.803526638
2023-11-17,6011393.803526638
2023-11-17,6011393.803526638
2023-11-20,6035793.941020489
2023-11-20,6035793.941020489
2023-11-20,6035793.941020489
2023-11-20,6035793.941020489
2023-11-20,6035793.941020489
2023-11-20,6035793.941020489
2023-11-21,6070720.643200369
2023-11-21,6070720.643200369
2023-11-21,6070720.643200369
2023-11-21,6070720.643200369
2023-11-21,6070720.643200369
2023-11-22,6098815.823040717
2023-11-22,6098815.823040717
2023-11-22,6098815.823040717
2023-11-22,6098815.823040717
2023-11-23,6120295.813152237
2023-11-23,6120295.813152237
2023-11-23,6120295.813152237
2023-11-23,6120295.813152237
2023-11-24,6143845.829265607
2023-11-24,6143845.829265607
2023-11-24,6143845.829265607
2023-11-24,6143845.829265607
2023-11-25,6170532.757759247
2023-11-25,6170532.757759247
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-27,6263034.979260576
2023-11-28,6271554.407724276
2023-11-28,6271554.407724276
2023-11-29,6294928.181008796
2023-11-29,6294928.181008796
2023-11-29,6294928.181008796
2023-11-29,6294928.181008796
2023-11-30,6356200.631977767
2023-11-30,6356200.631977767
2023-11-30,6356200.631977767
2023-11-30,6356200.631977767
2023-11-30,6356200.631977767
2023-11-30,6356200.631977767
2023-11-30,6356200.631977767
2023-11-30,6356200.631977767
2023-12-01,6366760.630144167
2023-12-01,6366760.630144167
2023-12-03,6397604.575397686
2023-12-03,6397604.575397686
2023-12-03,6397604.575397686
2023-12-03,6397604.575397686
