date,cumulative_volume
2023-05-08,13868.76699996
2023-05-08,13868.76699996
2023-05-09,45390.97413064
2023-05-09,45390.97413064
2023-05-09,45390.97413064
2023-05-09,45390.97413064
2023-05-09,45390.97413064
2023-05-09,45390.97413064
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-10,147050.99534073
2023-05-11,222143.81631093
2023-05-11,222143.81631093
2023-05-11,222143.81631093
2023-05-11,222143.81631093
2023-05-11,222143.81631093
2023-05-11,222143.81631093
2023-05-11,222143.81631093
2023-05-12,269847.69050746004
2023-05-12,269847.69050746004
2023-05-12,269847.69050746004
2023-05-12,269847.69050746004
2023-05-12,269847.69050746004
2023-05-12,269847.69050746004
2023-05-12,269847.69050746004
2023-05-15,342490.6170128
2023-05-15,342490.6170128
2023-05-15,342490.6170128
2023-05-15,342490.6170128
2023-05-15,342490.6170128
2023-05-15,342490.6170128
2023-05-15,342490.6170128
2023-05-17,363217.08018706
2023-05-17,363217.08018706
2023-05-18,403590.65062025
2023-05-18,403590.65062025
2023-05-18,403590.65062025
2023-05-18,403590.65062025
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-19,472870.47911812994
2023-05-22,516106.48361813
2023-05-22,516106.48361813
2023-05-22,516106.48361813
2023-05-22,516106.48361813
2023-05-22,516106.48361813
2023-05-22,516106.48361813
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-23,635014.4874894198
2023-05-25,697647.4542927797
2023-05-25,697647.4542927797
2023-05-25,697647.4542927797
2023-05-25,697647.4542927797
2023-05-26,725647.4530924397
2023-05-26,725647.4530924397
2023-05-26,725647.4530924397
2023-05-26,725647.4530924397
2023-05-26,725647.4530924397
2023-05-26,725647.4530924397
2023-05-27,752714.3426507997
2023-05-27,752714.3426507997
2023-05-27,752714.3426507997
2023-05-27,752714.3426507997
2023-05-29,806712.5098112497
2023-05-29,806712.5098112497
2023-05-29,806712.5098112497
2023-05-29,806712.5098112497
2023-05-29,806712.5098112497
2023-05-29,806712.5098112497
2023-05-29,806712.5098112497
2023-05-29,806712.5098112497
2023-05-30,843942.0670202594
2023-05-30,843942.0670202594
2023-05-30,843942.0670202594
2023-05-30,843942.0670202594
2023-05-30,843942.0670202594
2023-05-30,843942.0670202594
2023-05-30,843942.0670202594
2023-05-31,896477.5352665794
2023-05-31,896477.5352665794
2023-05-31,896477.5352665794
2023-05-31,896477.5352665794
2023-05-31,896477.5352665794
2023-05-31,896477.5352665794
2023-05-31,896477.5352665794
2023-05-31,896477.5352665794
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-01,965354.6835910293
2023-06-02,998639.1118062492
2023-06-02,998639.1118062492
2023-06-02,998639.1118062492
2023-06-02,998639.1118062492
2023-06-02,998639.1118062492
2023-06-02,998639.1118062492
2023-06-02,998639.1118062492
2023-06-04,1002639.1103062492
2023-06-05,1020254.2490777692
2023-06-05,1020254.2490777692
2023-06-05,1020254.2490777692
2023-06-06,1055714.1026242892
2023-06-06,1055714.1026242892
2023-06-06,1055714.1026242892
2023-06-06,1055714.1026242892
2023-06-08,1067599.0976956494
2023-06-08,1067599.0976956494
2023-06-11,1085588.7235949794
2023-06-11,1085588.7235949794
2023-06-12,1140181.0763345594
2023-06-12,1140181.0763345594
2023-06-12,1140181.0763345594
2023-06-12,1140181.0763345594
2023-06-12,1140181.0763345594
2023-06-12,1140181.0763345594
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-13,1194134.253898469
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-14,1241830.391526519
2023-06-15,1279004.7699203694
2023-06-15,1279004.7699203694
2023-06-15,1279004.7699203694
2023-06-15,1279004.7699203694
2023-06-15,1279004.7699203694
2023-06-15,1279004.7699203694
2023-06-15,1279004.7699203694
2023-06-16,1305209.1447684895
2023-06-16,1305209.1447684895
2023-06-16,1305209.1447684895
2023-06-17,1346390.1447684895
2023-06-17,1346390.1447684895
2023-06-18,1366454.4776105396
2023-06-18,1366454.4776105396
2023-06-18,1366454.4776105396
2023-06-18,1366454.4776105396
2023-06-19,1640469.18550679
2023-06-19,1640469.18550679
2023-06-19,1640469.18550679
2023-06-19,1640469.18550679
2023-06-19,1640469.18550679
2023-06-19,1640469.18550679
2023-06-20,1662776.07445865
2023-06-20,1662776.07445865
2023-06-20,1662776.07445865
2023-06-20,1662776.07445865
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-21,1729552.4055882306
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-22,1778493.5250385706
2023-06-23,1828664.441850371
2023-06-23,1828664.441850371
2023-06-23,1828664.441850371
2023-06-23,1828664.441850371
2023-06-23,1828664.441850371
2023-06-23,1828664.441850371
2023-06-23,1828664.441850371
2023-06-23,1828664.441850371
2023-06-24,1839654.440461971
2023-06-24,1839654.440461971
2023-06-25,1863495.3285039712
2023-06-25,1863495.3285039712
2023-06-25,1863495.3285039712
2023-06-25,1863495.3285039712
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-26,1929064.112668131
2023-06-27,1947024.111441871
2023-06-27,1947024.111441871
2023-06-27,1947024.111441871
2023-06-27,1947024.111441871
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-28,2003473.610526951
2023-06-29,2041773.2793348911
2023-06-29,2041773.2793348911
2023-06-29,2041773.2793348911
2023-06-29,2041773.2793348911
2023-06-29,2041773.2793348911
2023-06-29,2041773.2793348911
2023-06-29,2041773.2793348911
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-06-30,2089532.717579721
2023-07-01,2165165.2065804615
2023-07-01,2165165.2065804615
2023-07-01,2165165.2065804615
2023-07-01,2165165.2065804615
2023-07-01,2165165.2065804615
2023-07-01,2165165.2065804615
2023-07-01,2165165.2065804615
2023-07-01,2165165.2065804615
2023-07-03,2175749.6066554617
2023-07-03,2175749.6066554617
2023-07-04,2187022.4196623717
2023-07-04,2187022.4196623717
2023-07-05,2200632.8510376117
2023-07-05,2200632.8510376117
2023-07-06,2245429.9865751415
2023-07-06,2245429.9865751415
2023-07-06,2245429.9865751415
2023-07-06,2245429.9865751415
2023-07-06,2245429.9865751415
2023-07-06,2245429.9865751415
2023-07-07,2261020.2782748817
2023-07-07,2261020.2782748817
2023-07-10,2276382.3228656016
2023-07-10,2276382.3228656016
2023-07-10,2276382.3228656016
2023-07-11,2304959.652469762
2023-07-11,2304959.652469762
2023-07-11,2304959.652469762
2023-07-11,2304959.652469762
2023-07-11,2304959.652469762
2023-07-12,2344674.402072992
2023-07-12,2344674.402072992
2023-07-12,2344674.402072992
2023-07-12,2344674.402072992
2023-07-12,2344674.402072992
2023-07-13,2365524.0978832026
2023-07-13,2365524.0978832026
2023-07-13,2365524.0978832026
2023-07-13,2365524.0978832026
2023-07-13,2365524.0978832026
2023-07-14,2396228.1309561324
2023-07-14,2396228.1309561324
2023-07-14,2396228.1309561324
2023-07-14,2396228.1309561324
2023-07-14,2396228.1309561324
2023-07-14,2396228.1309561324
2023-07-15,2412472.8218940827
2023-07-15,2412472.8218940827
2023-07-17,2436129.3840182624
2023-07-17,2436129.3840182624
2023-07-17,2436129.3840182624
2023-07-18,2458895.9355741222
2023-07-18,2458895.9355741222
2023-07-18,2458895.9355741222
2023-07-18,2458895.9355741222
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-19,2506609.097012492
2023-07-20,2545137.187009342
2023-07-20,2545137.187009342
2023-07-20,2545137.187009342
2023-07-20,2545137.187009342
2023-07-20,2545137.187009342
2023-07-20,2545137.187009342
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-21,2618720.1724492116
2023-07-23,2634102.9797591115
2023-07-23,2634102.9797591115
2023-07-24,2679283.2690612907
2023-07-24,2679283.2690612907
2023-07-24,2679283.2690612907
2023-07-24,2679283.2690612907
2023-07-24,2679283.2690612907
2023-07-24,2679283.2690612907
2023-07-24,2679283.2690612907
2023-07-24,2679283.2690612907
2023-07-25,2687930.6288270303
2023-07-25,2687930.6288270303
2023-07-27,2709047.8299134905
2023-07-27,2709047.8299134905
2023-07-27,2709047.8299134905
2023-07-27,2709047.8299134905
2023-07-27,2709047.8299134905
2023-07-28,2734103.6578263
2023-07-28,2734103.6578263
2023-07-28,2734103.6578263
2023-07-28,2734103.6578263
2023-07-28,2734103.6578263
2023-07-29,2743965.5424647597
2023-07-29,2743965.5424647597
2023-07-31,2761556.0649768095
2023-07-31,2761556.0649768095
2023-07-31,2761556.0649768095
2023-07-31,2761556.0649768095
2023-08-01,2777252.86504096
2023-08-01,2777252.86504096
2023-08-01,2777252.86504096
2023-08-02,2824521.2401568396
2023-08-02,2824521.2401568396
2023-08-02,2824521.2401568396
2023-08-02,2824521.2401568396
2023-08-02,2824521.2401568396
2023-08-02,2824521.2401568396
2023-08-02,2824521.2401568396
2023-08-02,2824521.2401568396
2023-08-08,2863168.2376410095
2023-08-08,2863168.2376410095
2023-08-08,2863168.2376410095
2023-08-08,2863168.2376410095
2023-08-08,2863168.2376410095
2023-08-08,2863168.2376410095
2023-08-08,2863168.2376410095
2023-08-08,2863168.2376410095
2023-08-09,2877192.9642272694
2023-08-09,2877192.9642272694
2023-08-09,2877192.9642272694
2023-08-10,2897374.207129739
2023-08-10,2897374.207129739
2023-08-10,2897374.207129739
2023-08-10,2897374.207129739
2023-08-11,2914491.3611941193
2023-08-11,2914491.3611941193
2023-08-11,2914491.3611941193
