date,price,forecasted_price
2023-09-26,26236.04,34569.160541903290314760
2023-09-27,26311.33,34584.239425614064644760
2023-09-28,26662.25,34599.318309324838974760
2023-09-29,26952.29,34614.397193035613304760
2023-09-30,26969.33,34629.476076746387634760
2023-10-01,27177.75,34644.554960457161964760
2023-10-02,28060.33,34659.633844167936294760
2023-10-03,27487.46,34674.712727878710624760
2023-10-04,27517.08,34689.791611589484954760
2023-10-05,27632.67,34704.870495300259284760
2023-10-06,27703.33,34719.949379011033614760
2023-10-07,27942.88,34735.028262721807944760
2023-10-08,27932.58,34750.107146432582274760
2023-10-09,27687.67,34765.186030143356604760
2023-10-10,27526.21,34780.264913854130934760
2023-10-11,27023.54,34795.343797564905264760
2023-10-12,26754.21,34810.422681275679594760
2023-10-13,26815.71,34825.501564986453924760
2023-10-14,26878.67,34840.580448697228254760
2023-10-15,26935.67,34855.659332408002584760
2023-10-16,27903.96,34870.738216118776914760
2023-10-17,28410.67,34885.817099829551244760
2023-10-18,28419.21,34900.895983540325574760
2023-10-19,28494.21,34915.974867251099904760
2023-10-20,29429.29,34931.053750961874234760
2023-10-21,29794.75,34946.132634672648564760
2023-10-22,29927.71,34961.211518383422894760
2023-10-23,30879.04,34976.290402094197224760
2023-10-24,34107.42,34991.369285804971554760
2023-10-25,34335.92,35006.448169515745884760
2023-10-26,34344.75,35021.527053226520214760
2023-10-27,33962.13,35036.605936937294544760
2023-10-28,34098.54,35051.684820648068874760
2023-10-29,34302.67,35066.763704358843204760
2023-10-30,34446.33,35081.842588069617534760
2023-10-31,34401.75,35096.921471780391864760
2023-11-01,34618.04,35112.000355491166194760
2023-11-02,35160.79,35127.079239201940524760
2023-11-03,34534.33,35142.158122912714854760
2023-11-04,34774.96,35157.237006623489184760
2023-11-05,35068.17,35172.315890334263514760
2023-11-06,34997.92,35187.394774045037844760
2023-11-07,34967.46,35202.473657755812174760
2023-11-08,35397.96,35217.552541466586504760
2023-11-09,36578.50,35232.631425177360834760
2023-11-10,36937.17,35247.710308888135164760
2023-11-11,37081.83,35262.789192598909494760
2023-11-12,37083.42,35277.868076309683824760
2023-11-13,36874.75,35292.946960020458154760
2023-11-14,36233.52,35308.025843731232484760
2023-11-15,36271.83,35323.104727442006814760
2023-11-16,36934.29,35338.183611152781144760
2023-11-17,36360.79,35353.262494863555474760
2023-11-18,36504.04,35368.341378574329804760
2023-11-19,36654.83,35383.420262285104134760
2023-11-20,37296.13,35398.499145995878464760
2023-11-21,37172.42,35413.578029706652794760
2023-11-23,37324.83,35428.656913417427124760
2023-11-24,37652.71,35443.735797128201454760
2023-11-25,37766.50,35458.814680838975784760
2023-11-26,37609.83,35473.893564549750114760
2023-11-27,37179.29,35488.972448260524444760
2023-11-28,37435.79,35504.051331971298774760
2023-11-29,37950.13,35519.130215682073104760
2023-11-30,37782.29,35534.209099392847434760
2023-12-01,38413.83,35549.287983103621764760
2023-12-02,38909.79,35564.366866814396094760
2023-12-03,39557.67,35579.445750525170424760
2023-12-04,41442.04,35594.524634235944754760
2023-12-05,42384.38,35609.603517946719084760
2023-12-06,43876.25,35624.682401657493414760
2023-12-07,43569.48,35639.761285368267744760
2023-12-08,43681.21,35654.840169079042074760
2023-12-09,44046.33,35669.919052789816404760
2023-12-10,43826.96,35684.997936500590734760
2023-12-11,41913.25,35700.076820211365064760
2023-12-12,41541.67,35715.155703922139394760
2023-12-13,41608.17,35730.234587632913724760
2023-12-14,42855.79,35745.313471343688054760
2023-12-15,42486.50,35760.392355054462384760
2023-12-16,42263.75,35775.471238765236714760
2023-12-17,41927.54,35790.550122476011044760
2023-12-18,41385.54,35805.629006186785374760
2023-12-19,42695.88,35820.707889897559704760
2023-12-20,43179.46,35835.786773608334034760
2023-12-21,43733.54,35850.865657319108364760
2023-12-22,43814.52,35865.944541029882694760
2023-12-23,43698.34,35881.023424740657024760
2023-12-24,43633.36,35896.102308451431354760
2023-12-25,43354.95,35911.181192162205684760
2023-12-26,42685.80,35926.260075872980014760
2023-12-27,42827.38,35941.338959583754344760
2023-12-28,42949.33,35956.417843294528674760
2023-12-29,42416.63,35971.496727005303004760
2023-12-30,42125.17,35986.575610716077334760
2023-12-31,42440.50,36001.654494426851664760
2024-01-01,42787.21,36016.733378137625994760
2024-01-02,45265.29,36031.812261848400324760
2024-01-03,43955.83,36046.891145559174654760
2024-01-04,43508.46,36061.970029269948984760
2024-01-06,43841.54,36077.048912980723314760
2024-01-07,44101.26,36092.127796691497644760
2024-01-08,44866.04,36107.206680402271974760
2024-01-09,46673.67,36122.285564113046304760
2024-01-10,45782.95,36137.364447823820634760
2024-01-11,46563.88,36152.443331534594964760
2024-01-12,45067.46,36167.522215245369294760
2024-01-13,42864.38,36182.601098956143624760
2024-01-14,42742.88,36197.679982666917954760
2024-01-15,42618.63,36212.758866377692284760
2024-01-16,42925.13,36227.837750088466614760
2024-01-17,42708.14,36242.916633799240944760
2024-01-18,42231.96,36257.995517510015274760
2024-01-19,41255.58,36273.074401220789604760
2024-01-20,41596.92,36288.153284931563934760
2024-01-21,41672.75,36303.232168642338264760
2024-01-22,40699.92,36318.311052353112594760
2024-01-23,39415.29,36333.389936063886924760
2024-01-24,39896.71,36348.468819774661254760
2024-01-25,39953.38,36363.547703485435584760
2024-01-26,40913.13,36378.626587196209914760
2024-01-27,41819.08,36393.705470906984244760
2024-01-28,42238.17,36408.784354617758574760
2024-01-29,42494.96,36423.863238328532904760
2024-01-30,43430.29,36438.942122039307234760
2024-01-31,42901.96,36454.021005750081564760
2024-02-02,43049.79,36469.099889460855894760
2024-02-03,43088.79,36484.178773171630224760
2024-02-04,42868.42,36499.257656882404554760
2024-02-05,42738.54,36514.336540593178884760
2024-02-06,42935.38,36529.415424303953214760
2024-02-07,43253.54,36544.494308014727544760
2024-02-08,44889.50,36559.573191725501874760
2024-02-09,46737.42,36574.652075436276204760
2024-02-10,47362.92,36589.730959147050534760
2024-02-11,48145.75,36604.809842857824864760
2024-02-12,48760.67,36619.888726568599194760
2024-02-13,49605.42,36634.967610279373524760
2024-02-14,50838.04,36650.046493990147854760
2024-02-15,52098.63,36665.125377700922184760
2024-02-16,52049.46,36680.204261411696514760
2024-02-17,51637.21,36695.283145122470844760
2024-02-18,51761.58,36710.362028833245174760
2024-02-19,52140.33,36725.440912544019504760
2024-02-20,51835.92,36740.519796254793834760
2024-02-21,51472.13,36755.598679965568164760
2024-02-22,51555.63,36770.677563676342494760
2024-02-23,51082.13,36785.756447387116824760
2024-02-24,51146.29,36800.835331097891154760
2024-02-25,51631.08,36815.914214808665484760
2024-02-26,52320.08,36830.993098519439814760
2024-02-27,56508.21,36846.071982230214144760
2024-02-28,59293.13,36861.150865940988474760
2024-02-29,62104.92,36876.229749651762804760
2024-03-01,61918.58,36891.308633362537134760
2024-03-02,62013.08,36906.387517073311464760
2024-03-03,62220.13,36921.466400784085794760
2024-03-04,65263.17,36936.545284494860124760
2024-03-05,66246.04,36951.624168205634454760
2024-03-06,66004.84,36966.703051916408784760
2024-03-07,66825.84,36981.781935627183114760
2024-03-08,67738.41,36996.860819337957444760
2024-03-09,68380.79,37011.939703048731774760
2024-03-11,71044.34,37027.018586759506104760
2024-03-12,71620.16,37042.097470470280434760
2024-03-13,72737.71,37057.176354181054764760
2024-03-14,72230.84,37072.255237891829094760
2024-03-15,68519.75,37087.334121602603424760
2024-03-16,68247.91,37102.413005313377754760
2024-03-17,67015.04,37117.491889024152084760
2024-03-18,67717.79,37132.570772734926414760
2024-03-19,64262.29,37147.649656445700744760
2024-03-20,63856.25,37162.728540156475074760
2024-03-21,66688.41,37177.807423867249404760
2024-03-22,64642.96,37192.886307578023734760
2024-03-23,64559.96,37207.965191288798064760
2024-03-24,65216.46,37223.044074999572394760
2024-03-25,68398.35,37238.122958710346724760
2024-03-26,70340.13,37253.201842421121054760
2024-03-27,69778.41,37268.280726131895384760
2024-03-28,70390.38,37283.359609842669714760
2024-03-29,70047.84,37298.438493553444044760
2024-03-30,69993.38,37313.517377264218374760
2024-03-31,70440.38,37328.596260974992704760
