address,in_out,time,tx_id,value
1GWReFuveAuqDx89B82wFEdhdmMnar1MxE,-1,2023-10-25 08:24:07,1e1a2dd620a36fcefa64a41eefdfb6640c7b223e09a3dd57e7163c5ea213e066,12767.27659156
1GWReFuveAuqDx89B82wFEdhdmMnar1MxE,1,2023-10-23 15:35:20,7bd09736e04df4082ddba6d09626210e91504de0ea361e17541531fb27ba3a82,12767.27644636
18NXYaxZoGEJCtrwx6vSSBmyj8JroZF5Yj,1,2023-10-28 15:28:36,ff5b4e7195b71283ce36f9f89828d667b6e10b397e4cc00d4b28e86e8eb31c74,12753.19610718
38ACfxHJwKnKFW2Evmnk58Aj9CBF7t3T88,-1,2024-03-20 17:01:15,ec428d3b83fb65f03b59c2bb122ab687773e873735ae5513eb814507485f25af,3763.25662184
38ACfxHJwKnKFW2Evmnk58Aj9CBF7t3T88,1,2024-03-20 16:57:12,d7f2e58bea146dfa451e0e67bbbe322690182cf81193e47aa85eb95e1bb07397,3763.25662184
1PgK9xduNJP1s1t2ott3nY5kW2wLVTMKiv,-1,2023-07-27 10:58:26,65c87ea284ccd7d5bce60aa1e1951775aabc8578e9ada13c288e41b7c0f0ffc2,3750.99998048
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,1,2023-07-27 10:58:26,65c87ea284ccd7d5bce60aa1e1951775aabc8578e9ada13c288e41b7c0f0ffc2,3750.9999371
3QG3rEEnogyMC3rTC2jQDqqEiAFUQLHSCf,-1,2023-06-02 15:21:08,bdd98e521b01402a1f2d3899036612e2403969e394c5fe042fb2d3bd2c121acb,3749.9999967
33VQ4KxRJWJruC2UXJ4PWKr8jNRtViPwYU,-1,2024-02-27 20:12:59,0328dcf6e5ee45ee5fdf812c14c1d67ca864e972a5c925a603701918d712750d,3749.99
33VQ4KxRJWJruC2UXJ4PWKr8jNRtViPwYU,1,2024-02-27 19:32:11,a7ddd96baa1b8d0ce36a4f982ac15d3f9807175dfd0c6ebea64cebe5ebdf6c7c,3749.99
bc1q06lmg4h43hkcz7qdu35ygew25qaa76dsx540l6,1,2024-03-15 19:08:03,5d4a058bc743b215dc9581a02342971d2cf1243de188b1a4cc14c964e9c42dfc,3745.96792649
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-03-20 13:48:40,cc6a8e06e6350acc7fcd97488f70308fa4450f151fe5c32b3c105e327f9376a0,3740.13847186
bc1qys2rc0d7495heunjcqnv30j2caff2hv83enfgh,-1,2024-03-22 17:13:28,7591e3b2cf0d3a1807b1e379b1ec68dade79a2b704fe5ee038a116e8317d9c7c,3733.64750411
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-04-15 14:11:39,0c01672e803de7859f3bd11dcdf66c2aa89f8c88ac18cf449d8c8f89a54840a4,3731.56959344
1PWQwQpPkAD7Enhjx2ksZds1SMAgdaEPzW,1,2023-12-27 22:40:02,96629d8592da931a580de203f97667e20fb70ac3c6759043c0dff5ddb85ca6d9,3725.0
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-04-01 15:15:51,455e8c8eabe650793594875d88b84c6163b88e21c4dfffb217fdcfafe2e34993,3715.13517833
bc1qt2t6mj0l4dxmnlzp6aseju8z9mpy2f3rlmnq3x,-1,2024-03-04 19:09:37,5431095107c173663f24231a504fd930fd71c0c99e2f2e983a5e05fb4d0609c9,3709.69858989
1LQLQAT9prBNwHVwyKEMBV6MYYs4z5X8Sf,-1,2024-04-15 16:06:03,7feb782c7d554753453a19a762802cfbf63d8fa99854ddcefacd8516ba106571,3706.49061858
1Af6unTQS3m3Nxo677p7c6MQciFCjQBDzG,-1,2024-02-22 22:30:15,ead0018b3595cb5e8a74af76daa461c35fa4170ee0324d81d9cbbfef802fe8b1,3701.66857031
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-02-22 22:30:15,ead0018b3595cb5e8a74af76daa461c35fa4170ee0324d81d9cbbfef802fe8b1,3701.66357031
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,-1,2023-12-27 22:40:02,96629d8592da931a580de203f97667e20fb70ac3c6759043c0dff5ddb85ca6d9,3695.17329912
18Gt2ygMqWjCPaCfLbYMh9FgYUgoMmUuta,-1,2023-06-30 13:01:39,9a7e664d53e5bc79c5ff40c313134596218d863cfa290260b631e2fa7b9b9e92,3695.0003828
383aBH1ebSacRjnaaAAgSNsdnTdaSkthCA,-1,2023-06-30 13:05:41,b824ed908df7d5294b14169a8a0794a29f855949469f2a772445c03d70d0343e,3695.0
151ib3insWguasZwE5vCD2Ha3LECXCwYEE,1,2023-10-25 08:24:07,1e1a2dd620a36fcefa64a41eefdfb6640c7b223e09a3dd57e7163c5ea213e066,12732.27612956
1E5qk8Fs8FZPs3gSXRwxyiHAnzMy6xt39d,1,2023-09-30 15:22:31,27bcd97aa329dcfc33108d102bcbec28108fbfcbf45c21bf9f2201deecd3f92f,12699.9762429
1LotM44bqYPejYScVcHsULvmrDSxYuk2QQ,-1,2024-01-24 17:30:34,c753146fccae699fb07dd078987b81aa317f8ad71a15299865d85d44af67ccd4,12550.00106186
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-24 17:30:34,c753146fccae699fb07dd078987b81aa317f8ad71a15299865d85d44af67ccd4,12549.99606186
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-19 14:27:30,b4d44e8df05d50b2033d147604e9387a9007a6b155b1e1920b15a6eae13e6f3b,12373.07795125
bc1qwhyxc9ksvapfl9u6sr6uxjl92qj25zc608zefj,-1,2024-04-18 20:44:04,82248ab2a37da125f5cf1e2271f4eba2b28b08988f78e99c0387ad525477fac2,12318.99500839
bc1qwhyxc9ksvapfl9u6sr6uxjl92qj25zc608zefj,1,2024-04-10 21:34:25,217fe8263ae3a75db6503d310b6c94b5a68ca817fce1a30bad5f5d7b9ab645cb,12318.99500839
bc1qgmd77xu37zjc886w7fa6j87r8dhjcmtlrlqgx2,-1,2024-04-18 20:44:04,d169c271092a89dd695f03fc56cf8dc34dc84dfbc883395e79da05c9da0f143e,12318.99380746
bc1qgmd77xu37zjc886w7fa6j87r8dhjcmtlrlqgx2,1,2024-04-18 20:44:04,82248ab2a37da125f5cf1e2271f4eba2b28b08988f78e99c0387ad525477fac2,12318.99380746
bc1q5ga79ygwhtrmwsle3l9jk0l8w7882n4scg6lkf,-1,2024-04-18 20:52:47,512375ed1b0053b804d4b1c02d331c8f71d9626e0f275a39d1e322db7201ada5,12318.99260653
bc1q5ga79ygwhtrmwsle3l9jk0l8w7882n4scg6lkf,1,2024-04-18 20:44:04,d169c271092a89dd695f03fc56cf8dc34dc84dfbc883395e79da05c9da0f143e,12318.99260653
bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0s,1,2024-02-28 19:55:15,0c425db3da697bde3277852c8cea3c9bd9adc6575e593ef349c207ee3f4ab5a2,12267.02262673
1DNUjpHPNKMoKYBHxJz2Sh1uQQdJkGsXj5,-1,2024-02-28 19:55:15,0c425db3da697bde3277852c8cea3c9bd9adc6575e593ef349c207ee3f4ab5a2,12267.01528242
1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,-1,2023-12-26 10:31:44,ebc682ac36f2a027644e52854f043c71ba49c3282b1ecd51995eb18812a9bb5e,12249.0004068
1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,1,2023-12-26 10:31:44,ebc682ac36f2a027644e52854f043c71ba49c3282b1ecd51995eb18812a9bb5e,12249.0
13mywCLdLr9Mnx7FgcpZ3qUtHvrC3tgwaY,-1,2023-06-16 15:45:16,83ed44f27d8aa2770fa52e5eaa3cd4af4c49f5124e2293226a0101bfb0d0cc1a,12086.66943226
3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,-1,2023-11-03 00:43:57,bfbe125ada1a7b77374b1a911459fa1f3e9797e1acf160fc621db0aefe526ad1,12000.000282
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,1,2023-11-03 00:43:57,bfbe125ada1a7b77374b1a911459fa1f3e9797e1acf160fc621db0aefe526ad1,12000.0
1LTTZmLwicJARxTYHnXupdMymkzkFvk63i,-1,2023-11-13 17:21:11,5ee582d836c5b82edda86aa6681b0e7d04e20a820ab42f11132d3ddef4a69322,11960.26041007
1PCwVwKZ8iZrFK5r5nxs6YF3ec4KPTJRKw,-1,2023-05-10 17:09:37,f5b293289d8ddabd237bd01a28c8b007fcf9e52ebc7087922c6c4abd286306a2,11819.02483703
1CSNqi3uFvfeobU6sp4pe2pa98Z14TACRw,1,2023-05-10 17:09:37,f5b293289d8ddabd237bd01a28c8b007fcf9e52ebc7087922c6c4abd286306a2,11819.01814463
1ASvxatn2tqQ9MqeQxEG3oQNzaQbbqgxJV,-1,2024-01-18 17:52:16,d61d5a1cafa89df349314de1f4581d0339c4ce1f3cf9aa15a863ecf577b10927,11739.1308252
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-18 17:52:16,d61d5a1cafa89df349314de1f4581d0339c4ce1f3cf9aa15a863ecf577b10927,11739.1258252
1CcCi7ePyAWg5SQVVDfYRZYUDhjuPysM4s,-1,2024-01-17 19:15:09,04864aae939668e141c1aed622e0959c8d607120450eb2c04aaa6385d5b7b8b0,11696.51141522
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-17 19:15:09,04864aae939668e141c1aed622e0959c8d607120450eb2c04aaa6385d5b7b8b0,11696.50641522
1EGyGAobSWfhWJypctSicwK7eXuqc8Eonb,-1,2023-11-09 18:23:03,4755c9e7594939f1f92c0cc5e1003f7d168a43c32f9be8797577ecb85f1a78bf,11656.36041007
15ZQJagAa2iUCwpQXUUCZ4BfzFW5TAVyJj,-1,2023-05-15 15:49:27,17524ee4bcd674ed9d82fd6a0114c405438f9cc8bfd17c9c5b1a668f294f5f94,11533.51504708
1Mc96PJD5EUE7Dqbb8hSbg299pHBdcwWtD,-1,2023-05-15 15:58:00,10586cf6fadcce0f879c1c2c2ba4562a8c251091765fe7946649089d4dbfac15,11533.50677248
1Mc96PJD5EUE7Dqbb8hSbg299pHBdcwWtD,1,2023-05-15 15:49:27,17524ee4bcd674ed9d82fd6a0114c405438f9cc8bfd17c9c5b1a668f294f5f94,11533.50677248
1FEfejGtGdyVfmTr9KgifFpEK1Dw6Ei9Ve,-1,2023-11-13 20:08:45,5bb692fd98f9b24de31ca59d270f4f032c4857ca0f46eda69311da65e7fc1c27,11510.26041007
1FEfejGtGdyVfmTr9KgifFpEK1Dw6Ei9Ve,1,2023-11-13 17:21:11,5ee582d836c5b82edda86aa6681b0e7d04e20a820ab42f11132d3ddef4a69322,11510.25389278
12Yvc61kkR5rE3pWp7p6GzRPJ28NW9sZbZ,-1,2024-01-16 23:11:30,275fd2c3fbe7ff1376151c42cbb3bff3ab5b78f2e3b14fb983c9a18d1673a553,11502.49376296
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-16 23:11:30,275fd2c3fbe7ff1376151c42cbb3bff3ab5b78f2e3b14fb983c9a18d1673a553,11502.48876296
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,-1,2023-12-12 04:24:08,3a4313a3df4f042d4ef611f32b8c75790731f3dabff4c944c57fd7a5aa7461c4,11438.78653112
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,1,2023-12-12 04:24:08,3a4313a3df4f042d4ef611f32b8c75790731f3dabff4c944c57fd7a5aa7461c4,11438.784
15LED1n377RT57ehEF8TaEbnyNHpVZx8zU,-1,2023-11-08 17:02:18,50155dfa4f51b403590cc11a4328ce3542b54c18fff27233b9416310b8e91513,11429.71241007
bc1qtce5cel4j4jgewhz8j8lgjsauk2h7e8gw2k06g,-1,2024-02-14 22:04:43,f2f938ee5074125b7c47b67b86abae19611edeae44865cdd5b59836aac1fd159,11386.59799675
bc1qtce5cel4j4jgewhz8j8lgjsauk2h7e8gw2k06g,1,2024-02-14 21:07:18,ada36ec63de74e666cde75128b61b4f3e9cd0d57421f432d5519104a3aab77f6,11386.59779559
1M9pAdfhGHtQkhGRijApWAkkrPCduvV6Zi,-1,2023-05-15 15:49:27,a91dd2d9b8be6f5dd0f4f88a230929fc350aad063a4050847b4f4d9a9e9e21a6,11347.47161008
12VPcwcEhjgr8BB6Whkyw6tVQ1tCuqVzfH,-1,2023-05-15 15:58:00,2bc012b8ca868eddc9c292cb1916a4b19a33a7380046b3ae9ff78113d4187825,11347.4632241
12VPcwcEhjgr8BB6Whkyw6tVQ1tCuqVzfH,1,2023-05-15 15:49:27,a91dd2d9b8be6f5dd0f4f88a230929fc350aad063a4050847b4f4d9a9e9e21a6,11347.4632241
18oRfGoPpb6bkQdACnD6dVYWceeWURK5R6,-1,2023-07-01 06:02:56,46b8d9f8f87d9476933acbafdfe75f37e01dff017241e9f7cf0efb3e92cad4c6,11344.84877059
16WZsPbfpSu7cfCf5VSDB1ddnzHLAZi8wS,-1,2023-07-01 06:07:11,9fbb387d79925ec89f0e8647e4344cb49ee70b82f002d15d1a72a668724e1f5c,11344.84628786
16WZsPbfpSu7cfCf5VSDB1ddnzHLAZi8wS,1,2023-07-01 06:02:56,46b8d9f8f87d9476933acbafdfe75f37e01dff017241e9f7cf0efb3e92cad4c6,11344.84628786
bc1q64l3y32lkgjt9czutff32xzfq76etwlep90rl8,-1,2024-04-18 20:56:13,f1affa429e4136fee826ccbfe1099180c133a0a10c36b5f3d47e7b58315962f6,11318.9924056
bc1q64l3y32lkgjt9czutff32xzfq76etwlep90rl8,1,2024-04-18 20:52:47,512375ed1b0053b804d4b1c02d331c8f71d9626e0f275a39d1e322db7201ada5,11318.9924056
3Qrx7c1f2SmubFMJvKJnFW37YwacQmxDqq,-1,2023-05-25 08:25:53,66a241d57cda20235f15ef0bad2a209010da4916c3e765f2415adf897661f29a,11261.95549823
3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN,1,2023-05-25 08:25:53,66a241d57cda20235f15ef0bad2a209010da4916c3e765f2415adf897661f29a,11261.955
bc1qmhq4sgtchfgh6ul75x3rsuegt55mef0zx3ehm2,-1,2023-05-31 17:14:36,463187a8f8d3beec5d081eef63bef55b1a8125700839547df8eeb6f6053bf530,11224.89375186
3PRJuF2GjvTxqGQngadT1RK5XeHvikNMdQ,-1,2023-06-12 16:11:23,935eeea6150c3cde698c01a42637a171b57aecb46b6f5fb31338c60a247d6a9b,11224.89338816
3PRJuF2GjvTxqGQngadT1RK5XeHvikNMdQ,1,2023-05-31 17:14:36,463187a8f8d3beec5d081eef63bef55b1a8125700839547df8eeb6f6053bf530,11224.89338816
bc1qrqek77kfyr5czyysh2zmnk4jqr6p5ncztt298pdqxq9fffs95kysu3679c,-1,2023-06-12 16:26:19,c28bc9dce5a2804c8777b4a4492b94e3b062a4da07c16ba6f4e116a0ad7a9e98,11224.79327102
bc1qrqek77kfyr5czyysh2zmnk4jqr6p5ncztt298pdqxq9fffs95kysu3679c,1,2023-06-12 16:11:23,935eeea6150c3cde698c01a42637a171b57aecb46b6f5fb31338c60a247d6a9b,11224.79327102
bc1qhaktp8h8c336cwww57s4ewwathgkfg5yd2acx45nfkhzz5dh7u0spcrefh,-1,2023-06-26 21:40:54,1b599fde23f8abfa9aaa368b4f2326a2c0e56e6f246c89cf67955f964ce47003,11224.69311822
bc1qhaktp8h8c336cwww57s4ewwathgkfg5yd2acx45nfkhzz5dh7u0spcrefh,1,2023-06-12 16:26:19,c28bc9dce5a2804c8777b4a4492b94e3b062a4da07c16ba6f4e116a0ad7a9e98,11224.69311822
1LTTZmLwicJARxTYHnXupdMymkzkFvk63i,1,2023-11-09 18:23:03,4755c9e7594939f1f92c0cc5e1003f7d168a43c32f9be8797577ecb85f1a78bf,11156.35668407
19xfq463RSL6Zr1CojLN9f3Qu1xm5Szsx,-1,2024-01-16 18:59:34,4a20f6b4b7ba60d19d171867c412840c7ec7121a913d040a0ad0f7b015728a25,11124.03085971
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-16 18:59:34,4a20f6b4b7ba60d19d171867c412840c7ec7121a913d040a0ad0f7b015728a25,11124.02585971
bc1qgrvchamnmmaancn3vwea6elnvexpylzh30rhjz,1,2024-01-16 13:29:45,7573af550600d0606a5ee4a7450240d6e4a8aae1f95f9f5eea8a38daf53cbf29,11115.16708649
1NFXRUA35bdeT8zypm1RbVEZ1maPHYzeNW,-1,2024-01-12 22:43:35,c93cb36c3f2c8f35dfde40cfa58691995848f5f98c9d79333ddb769dcd5e751c,11083.64963998
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-12 22:43:35,c93cb36c3f2c8f35dfde40cfa58691995848f5f98c9d79333ddb769dcd5e751c,11083.64463998
1CSNqi3uFvfeobU6sp4pe2pa98Z14TACRw,1,2023-05-10 15:24:11,2eef81e437e16f73e0118b3af8093c1b1261758e6110d6d3ed7ce31cd3acfe5d,11044.2073149
18PKUkQrPqRGsMYrc57zY99WYdfHm1AiR8,-1,2024-01-12 20:14:51,baa831dd14eadb527d503b28e5aab6690a326f083d8a8b7837a817f23c6f4a65,11042.01206982
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-12 20:14:51,baa831dd14eadb527d503b28e5aab6690a326f083d8a8b7837a817f23c6f4a65,11042.00706982
199U1t2wwJnoDFw8Uf78vMSMx9NcoXdfVc,-1,2023-11-14 18:10:55,1492f49f536eeea2fea6899734e360fb82c9fa4680482cc9c7019b2112d9db07,10970.26041007
199U1t2wwJnoDFw8Uf78vMSMx9NcoXdfVc,1,2023-11-13 20:08:45,5bb692fd98f9b24de31ca59d270f4f032c4857ca0f46eda69311da65e7fc1c27,10970.25749287
1BmzAaYrZWTRaLTkLSojaBPyYoqR1GVP9N,-1,2023-12-03 21:52:28,91435d33ff9e6acb2d7eea363fcc2811e67eae80d35b7a43b6df14a1c8189d72,10968.36740411
14aemYcQ6HFoCsYApMo7a9RgFhwmcYdGLe,-1,2024-01-12 18:34:09,88667d68c58659d01c795100504a9da830e522c77e6bd90fbc2c5caea65bb962,10915.928299
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-12 18:34:09,88667d68c58659d01c795100504a9da830e522c77e6bd90fbc2c5caea65bb962,10915.923299
1EGyGAobSWfhWJypctSicwK7eXuqc8Eonb,1,2023-11-08 17:02:18,50155dfa4f51b403590cc11a4328ce3542b54c18fff27233b9416310b8e91513,10879.20663279
1M4nNBDfQLhvtNYbsECpTux4U4pqBfj4Fq,-1,2023-08-14 23:00:24,5cf3f2817a796d09f74b158caad3f60f90d424be24beb403e8feb8652de3f020,10798.9383777
1LyRYNfsTD3vyBSVtTQqpWnRwKvZLCDGj8,1,2023-08-14 23:00:24,5cf3f2817a796d09f74b158caad3f60f90d424be24beb403e8feb8652de3f020,10798.9383
1M4nNBDfQLhvtNYbsECpTux4U4pqBfj4Fq,1,2023-08-14 21:54:12,1e7816b273ff220063f5e17c292adf5ba548bbc9665a092b5884c067543ced15,10798.9383
3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,-1,2023-08-14 21:54:12,1e7816b273ff220063f5e17c292adf5ba548bbc9665a092b5884c067543ced15,10798.9383
157hVGu72dbiJniMxiyzuPaBCbJWs2AGqw,-1,2023-11-30 10:52:24,022214f7f26ca014c582b27220c266f7eb329281fb00596cce82bb139f61a804,10796.41726007
1Hr9rLeL6L9dNAro484rxSGViRHSmP1Myz,-1,2024-01-12 16:40:37,9f7733b65feb73c79346b362f3c95099249c1e4c8c7ce992a76007a7dfcf77c4,10756.15178504
3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd,1,2024-01-12 16:40:37,9f7733b65feb73c79346b362f3c95099249c1e4c8c7ce992a76007a7dfcf77c4,10756.14678504
1C4bEjuxjvz79g2rVxpCtpNX78aVzmRofB,-1,2023-12-04 04:01:45,d25cf02824a3969a98ad26f4dc77c977d229a26c43dfe606eaef140a0b0736a9,10754.36740411
1C4bEjuxjvz79g2rVxpCtpNX78aVzmRofB,1,2023-12-03 21:52:28,91435d33ff9e6acb2d7eea363fcc2811e67eae80d35b7a43b6df14a1c8189d72,10754.36300923
